Filename?,Date,Time,IndividualID,Breaths,Time,RR,Current,ID0,Prox0,Prior1,ID1,Prior5,ID5,Prior15,ID15,PartyCurrent,PartyPrior15,Posture,Location,Video,Observer,Comments,GPS,TravelTime,TravelDistance,Speed,Climb1Dist,Climb1min
Gus_7-23-23_1243,7/23/2023,12:43:26 PM,"Gus,",6,15,24,"RecGr,","Denis,","Denis,","RecGr,","Denis,","Groom,","Denis,","AlloGr,RecGr,","Denis,",,,,"0.444368,30.404774",1,"Aaron,",Assume Denis (swollen left eye); grooming for over 30 min ,,,,0,,0
Gus_7-23-23_1307,7/23/2023,1:07:43 PM,"Gus,",24,60,24,"Rest.Relax,",,"Denis,Ruth_0,Ruth_infant,Powell,","AlloGr,","Powell,","AlloGr,","Powell,",,,,,,"0.501009,30.421884",1,"Aaron,",Just rolled over ,,,,0,,0
,8/11/2023,2:09:10 PM,"Gus,",,,0,"Rest.Relax,",,"Wilson,","AlloGr,","Wilson,","AlloGr,","Wilson,",,,,,"LyingBack,","0.488602,30.430794",1,"Riley,Aaron,",Arrived around 13:45 ,,,,0,,0
Holland_7-11-23_1346,7/11/2023,1:46:51 PM,"Holland,",6,23,15.6522,"Rest.Relax,","Fricka_2,",,,,,,"Rest,",,,,"LyingBack,","0.491970,30.399440",0,"Aaron,",Fricka in 5 m ; Buckner in 15 m ; 5 breaths at 15 seconds ,,,,0,,0
Holland_7-13-23_1458,7/13/2023,2:58:04 PM,"Holland,",19.5,60,19.5,"Rest.Relax,","Buckner,","Holland,","Rest.Relax,",,"Rest.Relax,",,"AlloGr,","Buckner,",,,"LyingSide,","0.487463,30.400196",1,"Aaron,Riley,",Resting within 1m Buckner ,,,,0,,0
Holland_7-15-23_1336,7/15/2023,1:36:19 PM,"Holland,",10,27,22.22222222,"Rest.Alert,Rest.Relax,",,"Garrison,RichBergl,Buckner,","Rest.Relax,",,"AlloGr,","Garrison,",,,,,"LyingSide,","0.490379,30.411325",1,"Aaron,Riley,",Got startled at the start ,,,,0,,0
Holland_7-15-23_1338,7/15/2023,1:38:43 PM,"Holland,",21,60,21,"Rest.Relax,",,"Garrison,RichBergl,Buckner,",,,"Rest.Relax,Rest.Alert,AlloGr,",,,,,,"LyingSide,","0.490426,30.411333",0,"Aaron,Riley,",,,,,0,,0
Holland_7-15-23_1340,7/15/2023,1:40:09 PM,"Holland,",10.5,30,21,"SelfScratch,Rest.Alert,Rest.Relax,","Garrison,","Garrison,Buckner,RichBergl,","Rest.Relax,",,"Rest.Relax,",,"Rest.Relax,AlloGr,",,,,"LyingBack,","0.490390,30.411283",1,"Aaron,Riley,",Monkeys vocalizing above them nearby ,,,,0,,0
Holland_7-15-23_1351,7/15/2023,1:51:42 PM,"Holland,",20,60,20,"Rest.Relax,","Garrison,","Garrison,RichBergl,Buckner,YoYo,","AlloGr,","Garrison,","AlloGr,","Garrison,","Rest.Relax,",,,,"LyingBack,","0.490424,30.411323",1,"Aaron,Riley,",,,,,0,,0
Holland_7-15-23_1356,7/15/2023,1:54:48 PM,"Holland,",8,22,21.8182,"Rest.Relax,","Garrison,","Garrison,YoYo,RichBergl,Buckner,","Rest.Relax,",,"AlloGr,","Garrison,",,,,,"LyingBack,","0.490389,30.411290",1,"Aaron,Riley,",,,,,0,,0
Holland_7-15-23_1357,7/15/2023,1:57:47 PM,"Holland,",21,60,21,"Rest.Relax,","Garrison,","Garrison,RichBergl,YoYo,Buckner,","Rest.Relax,",,"AlloGr,","Garrison,","Rest,","Garrison,",,,"LyingSide,","0.490400,30.411302",1,"Aaron,Riley,",11 after 30; like 21.5 almost ,,,,0,,0
Holland_7-15-23_1403,7/15/2023,2:02:36 PM,"Holland,",,,,"Rest.Relax,","Garrison,","Garrison,RichBergl,YoYo,Buckner,","Rest.Relax,",,"Rest.Relax,",,"Rest.Relax,","Garrison,",,,"LyingSide,","0.490366,30.411326",1,"Aaron,Riley,",,,,,0,,0
Holland_7-15-23_1405,7/15/2023,2:05:57 PM,"Holland,",20,60,20,"Rest.Relax,","Garrison,","Garrison,RichBergl,YoYo,Buckner,","Rest.Relax,",,"Rest.Relax,",,"Rest.Relax,",,,,"LyingSide,","0.490446,30.411317",1,"Aaron,Riley,",11 at 30; 20.5 in 60; finished grooming 15 min ago ,,,,0,,0
Holland_7-15-23_1434,7/15/2023,2:34:01 PM,"Holland,",10,30,20,"Rest.Relax,",,"Buckner,","Rest,",,"Travel,",,"Travel,",,,,"LyingBack,","0.491954,30.411294",1,"Aaron,Riley,",,,,,0,,0
Hutcherson_C0296,8/12/2023,2:37:17 PM,Hutcherson,,,0,RecGroom ,Buckner,,RecGroom ,Buckner,Rest,RollinsDamienYoYo,Feed,,,,"LyingBack,","0.479154,30.390502",1,"Riley,",,,,,0,,0
Hutcherson_7-11-23_1413,7/11/2023,2:13:00 PM,"Hutcherson,",31,120,15.5,"Rest.Relax,","Buckner,",,"RecGr,","Buckner,",,,"Rest.Alert,","YoYo,Buckner,",,,"LyingBack,","0.491830,30.399400",1,"Riley,",,,,,0,,0
Hutcherson_7-20-23_1346,7/20/2023,1:45:15 PM,"Hutcherson,",,,0,"Rest.Relax,",,"YoYo,",,,"RecGr,","Hutcherson,","RecGr,","Hutcherson,",,,,"0.493193,30.412564",1,"Riley,",,,,,0,,0
Hutcherson_7-20-23_1350,7/20/2023,1:50:57 PM,"Hutcherson,",,,0,"RecGr,","Justine_2,","Justine_2,YoYo,",,,,,"AlloGr,","Wes,",,,"LyingBack,","0.493128,30.412661",1,"Riley,",,,,,0,,0
Hutcherson_C0295,8/12/2023,2:35:22 PM,"Hutcherson,",,,0,"Rest,",,"Buckner,Rollins,Damien,",Rest?,,"Rest,",,,,,,,"0.485860,30.405269",1,"Riley,",,,,,0,,0
Hutcherson_C0304,8/12/2023,4:43:24 PM,"Hutcherson,",,,0,,,"Buckner,",Rest?,,"Rest,",,,,,,"LyingBack,","0.488641,30.400775",1,"Riley,",Sabin approach and pant grunt. Mid ,,,,0,,0
Jolie_7-22-23_1503,7/22/2023,3:05:37 PM,Jolie,,,0,RecGroom ,Kabacwezi,,RecGroom,Kabacwezi,Mutual grooming,Kabacwezi,AlloGroom ,Kabacwezi,,,"LyingSide,","0.470341,30.388418",1,"Riley,",,,,,0,,0
Jolie_7-22-23_1507,7/22/2023,3:09:16 PM,Jolie,,,0,RecGroom,Kabacwezi,,RecGroom ,Kabacwezi,RecGeoom,Kabacwezi,Mutual Groom,Kabacwezi,,,"LyingSide,","0.489088,30.407248",1,"Riley,",,,,,0,,0
Jolie_7-22-23_1213,7/22/2023,12:13:43 PM,"Jolie_0,",5,18,16.6667,"RecGr,","Ruth_0,","Ruth_0,Ruth_infant,Kabacwezi,","RecGr,",,"RecGr,","Ruth_0,","AlloGr,RecGr,","Ruth_0,","Ruth_0,Ruth_infant,Jolie_0,Kabacwezi,Callas_0,",,,"0.500979,30.421791",1,"Aaron,",Callas and Toshi probably Kano ,,,,0,,0
Jolie_7-22-23_1435,7/22/2023,2:35:40 PM,"Jolie_0,",7,15,28,"Feed,",,"Kabacwezi,","Travel,",,"Travel,",,,,"Ruth_0,Callas_0,Ruth_infant,Kano,Toshi,Leonora_0,","Ruth_0,Callas_0,Ruth_infant,Kano,Toshi,Leonora_0,","Sit,","0.501343,30.421446",1,"Aaron,",,,,,0,,0
Jolie_7-22-23_1440,7/22/2023,2:40:32 PM,"Jolie_0,",12.5,30,25,,,"Kabacwezi,","Feed,",,"Feed,",,"Travel,",,,,"Sit,","0.501348,30.421414",1,"Aaron,",,,,,0,,0
Jolie_7-22-23_1517,7/22/2023,3:17:18 PM,"Jolie_0,",,,0,"RecGr,","Kabacwezi,","Kabacwezi,","AlloGr,",,"RecGr,AlloGr,","Kabacwezi,","Groom,","Kabacwezi,","Alexandria,Callas_0,Jolie_0,Kabacwezi,Kano,Leonora_0,Lumumba,Natalie_0,Ruth_0,Ruth_infant,Toshi,",,"LyingBack,","0.501328,30.421398",0,"Riley,",,,,,0,,0
Jolie_7-22-23_1523,7/22/2023,3:23:43 PM,"Jolie_0,",,,0,"Feed,",,,"Feed,",,"Travel,",,"RecGr,","Kabacwezi,",,,"Sit,","0.501226,30.421321",1,"Aaron,",,,1,12,12,,0
Jolie_7-23-23_0912,7/23/2023,9:12:00 AM,"Jolie_0,",,,0,"Rest.Alert,RecGr,","Kabacwezi,",,"RecGr,","Kabacwezi,","RecGr,Rest.Alert,","Kabacwezi,","Travel,Rest.Alert,Groom,",,,,"Sit,","0.501808,30.422155",1,"Aaron,",,,,,0,,0
Jolie_7-23-23_1248,7/23/2023,12:48:00 PM,"Jolie_1,",,,0,"Rest,",,,"RecGr,Rest.Relax,",,"RecGr,","Garett,",,,,,,"0.438049,30.402249",1,"Aaron,",Garret was grooming around 2 min prior ,,,,0,,0
Jolie_7-23-23_1253,7/23/2023,12:53:01 PM,"Jolie_1,",29,60,29,"Rest.Relax,",,,,,"Rest.Relax,",,"RecGr,","Garett,",,,,"0.493007,30.420640",1,"Aaron,",Had just rolled over ,,,,0,,0
Justine_7-12-23_1458,7/12/2023,2:58:44 PM,"Justine_0,",7,19,22.1053,"Rest.Relax,",,,"Rest.Alert,SelfGr,",,"Rest.Relax,Rest.Alert,",,,,,,"LyingBack,","0.518794,30.406628",0,"Aaron,Riley,",Resting in tree while others in papyrus swamp ,,,,0,,0
Justine_7-12-23_1511,7/12/2023,3:11:00 PM,"Justine_0,",13,35,22.28571429,"Rest,",,,"Rest,",,"Rest,",,"SelfGr,",,"EttaJames_0,Hutcherson,Justine_0,Leo,Ntwiga_0,Nyumbani_0,Silver,","EttaJames_0,Hutcherson,Justine_0,Leo,Ntwiga_0,Nyumbani_0,Silver,","Sit,","0.518824,30.406578",1,"Aaron,Riley,",In tree while rest of party 50m plus in papyrus swamp ,,,,0,,0
Justine_7-12-23_1515,7/12/2023,3:15:19 PM,"Justine_0,",11.5,30,23,"Rest.Alert,",,,,,"Rest.Alert,Rest,",,"Rest,",,"EttaJames_0,Hutcherson,Justine_0,Leo,Ntwiga_0,Nyumbani_0,Silver,","EttaJames_0,Hutcherson,Justine_0,Leo,Ntwiga_0,Nyumbani_0,Silver,","LyingSide,","0.518819,30.406603",0,"Aaron,Riley,",,,,,0,,0
Kabacwezi_7-22-23_1103,7/22/2023,11:03:54 AM,"Kabacwezi,",6,16,22.5,"Rest,",,"Gus,Powell,Jolie_0,","Rest,",,"Rest,",,,,,,"LyingSide,","0.500855,30.422392",1,"Aaron,",,,,,0,,0
Kabacwezi_7-22-23_1444,7/22/2023,2:44:02 PM,"Kabacwezi,",17,30,34,,,"Jolie_0,","Rest.Relax,",,"Rest.Relax,",,"Travel,",,,,"LyingSide,","0.501373,30.421416",0,"Aaron,",,,,,0,,0
Kabacwezi_7-22-23_1447,7/22/2023,2:47:47 PM,"Kabacwezi,",,,0,"RecGr,","Jolie_0,","Jolie_0,","RecGr,","Jolie_0,","Rest,",,"Rest,",,,,"LyingSide,","0.501294,30.421407",1,"Aaron,",,,,,0,,0
Khutulun_7-17-23_1407,7/17/2023,2:07:52 PM,"Khutulun_0,",,,0,"RecGr,","Cannonball,","Khutulun_infant,Cannonball,BobiWine,","RecGr,","Cannonball,","AlloGr,RecGr,","Cannonball,","RecGr,AlloGr,","Cannonball,",,,"LyingSide,","0.481362,30.436238",1,"Riley,Aaron,",,,,,0,,0
Lucy_7-22-23_0842,7/22/2023,8:42:00 AM,"Lucy_2,",,,0,"QuadAlert,",,,"RecDisplay,",,,,,,,,,"0.481894,30.430572",1,"Aaron,",,,,,0,,0
,7/18/2023,11:51:18 AM,Mitchell,17,60,17,Rest,,,RecGroom,Chopin,RecGroom,Chopin,RecGroom,Chopin,,,"LyingSide,","0.433141,30.407572",0,"Riley,",Chopin and Bobiwine within 1m mutual grooming ,,,,0,,0
,7/19/2023,11:53:30 AM,Mitchell,18,60,18,Rest,,,Rest,,Rest,,Feed,,,,"LyingSide,","0.430845,30.406874",0,"Riley,",,,,,0,,0
,7/19/2023,12:46:28 PM,Mitchell,12,47,15.3191,RecGroom,Mulligan,,RecGroom,Mulligan,AlloGroom,Mulligan,AlloGroom,Mulligan,,,"LyingSide,","0.430409,30.408207",0,"Riley,",,,,,0,,0
,7/19/2023,1:19:17 PM,Mitchell,18,60,18,Rest,,,Rest,,Rest,,Rest,,,,"LyingSide,","0.438426,30.404278",0,"Riley,",,,,,0,,0
,8/11/2023,11:34:44 AM,"Mitchell,",,,0,"Rest.Relax,",,,,,"Rest,",,,,,,,"0.488666,30.430877",1,"Riley,Aaron,",Tree ,,,,0,,0
,8/11/2023,2:19:28 PM,"Mitchell,",,,0,"Rest.Relax,",,"Cedar,","RecGr,","Mitchell,","Travel,",,,,,,"LyingBack,","0.488462,30.430973",1,"Riley,Aaron,",,,,,0,,0
,7/19/2023,12:42:57 PM,Mulligan,12,48,15,RecGroom,Mitchell,,RecGroom,Mitchell,RecGroom,Mitchell,AlloGroom,Mitchell,,,"LyingSide,","0.478628,30.448306",0,"Riley,",,,,,0,,0
Mulligan_7-17-23_1307,7/17/2023,1:08:02 PM,"Mulligan,",,,0,"RecGr,","Cedar,","Cedar,Cannonball,Woodrow,",,,,,,,"Cannonball,Cedar,Mitchell,Mulligan,Wilson,Woodrow,","Cannonball,Cedar,Mitchell,Mulligan,Wilson,Woodrow,","LyingBack,","0.482308,30.436003",1,"Aaron,Riley,",A,,,,0,,0
Mulligan_7-17-23_1310,7/17/2023,1:10:49 PM,"Mulligan,",,,0,"Vocal,Rest.Alert,",,"Cedar,Cannonball,Woodrow,","RecGr,","Cedar,","RecGr,","Cedar,","RecGr,","Cedar,","Cannonball,Cedar,Mitchell,Mulligan,Wilson,Woodrow,","Cannonball,Cedar,Mitchell,Mulligan,Wilson,Woodrow,","Sit,","0.482313,30.435904",1,"Aaron,Riley,",B,,,,0,,0
Mulligan_7-17-23_1322,7/17/2023,1:22:52 PM,"Mulligan,",,,0,"RecGr,",,"Mitchell,Cedar,",,,"AlloGr,",,,,,,,"0.482005,30.435922",1,"Riley,",,,,,0,,0
Mulligan_7-17-23_1325,7/17/2023,1:26:48 PM,"Mulligan,",,,0,"MutlGr,",,"Mitchell,Cedar,",,,,,,,,,,"0.482005,30.435979",1,"Riley,",,,,,0,,0
Mulligan_7-17-23_1332,7/17/2023,1:33:31 PM,"Mulligan,",,,0,"AlloGr,RecGr,","Mitchell,Cedar,","Cedar,Mitchell,Mulligan,",,,,,,,,,,"0.482021,30.435965",1,"Riley,",Riley add details ,,,,0,,0
Mulligan_7-21-23_1155,7/21/2023,11:55:10 AM,"Mulligan,",17,60,17,"Rest.Relax,",,"Evans,Wilson,","Rest.Relax,",,"RecGr,","Evans,","MutlGr,AlloGr,RecGr,","Evans,",,,"LyingBack,","0.478811,30.447146",1,"Aaron,",,,,,0,,0
Mulligan_7-21-23_1201,7/21/2023,12:01:37 PM,"Mulligan,",9,30,18,"Rest.Relax,",,"Evans,Wilson,","Rest.Relax,",,"Rest.Relax,",,"RecGr,AlloGr,MutlGr,","Evans,",,,,"0.478869,30.447235",1,"Aaron,",,,,,0,,0
Mulligan_7-21-23_1215,7/21/2023,12:15:29 PM,"Mulligan,",,,0,"Rest,",,"Wilson,",,,"Rest.Relax,",,"Rest.Relax,",,,,"LyingBack,","0.478893,30.447118",1,"Aaron,",,,,,0,,0
Mulligan_7-21-23_1537,7/21/2023,3:37:00 PM,"Mulligan,",8,30,16,"Rest.Relax,",,"Rodriguez,Woodrow,Julianne_2,",,,"Travel,Feed,",,"Feed,",,,,"LyingSide,","0.471405,30.441982",1,"Aaron,",Eating Warburgia then moved a bit and lay down ,,2,30,15,,0
,8/13/2023,2:27:00 PM,"Murray,",,,0,"RecGr,","Anna_1,","Anna_1,Silver,Doudna,","RecGr,","Anna_1,","Travel,",,,,,,"LyingBack,","0.516182,30.402671",1,"Aaron,",,,,,0,,0
Nelson_7-17-23_1214,7/17/2023,12:14:27 PM,"Nelson,",,,0,"Rest,",,,"Rest.Alert,",,"Rest.Alert,",,"Travel,",,"Nelson,",,"LyingBack,","0.482486,30.434517",1,"Aaron,Riley,",Monkeys in trees; around 12:05 stopped traveling ,,,,0,,0
Nelson_7-21-23_1336,7/21/2023,1:36:25 PM,"Nelson,",,,0,,,,"Travel,",,,,,,,,,"0.474009,30.446194",0,"Aaron,",Mid travel not sure if I got enough seconds ,,,,0,,0
Ntwiga_7-12-23_1204,7/12/2023,12:04:30 PM,"Ntwiga_0,",7,18,23.3333,"Feed,",,,,,"Travel,",,,,,,"Sit,","0.512013,30.400829",0,"Aaron,",Just walked and started feeding ; climbed up Mucuso within last 1 min up 17 m ,,11,440,40,,0
Ntwiga_7-12-23_1208,7/12/2023,12:08:20 PM,"Ntwiga_0,",37,120,18.5,,,,"Feed,",,"Feed,",,"Travel,",,,,"Sit,","0.512079,30.400794",1,"Aaron,Riley,",,,,,0,,0
Nyumbani_7-20-23_1222,7/20/2023,12:26:16 PM,Nyumbani,,,0,,,,Rest,Wes,,,,,,,"LyingBack,","0.462303,30.408468",1,"Riley,",,,,,0,,0
Nyumbani_7-20-23_1231,7/20/2023,12:33:00 PM,Nyumbani,,,0,Rest,,,Rest,"Wes,Justine,Buckner",Rest,,Rest,,,,"LyingBack,","0.453903,30.397634",1,"Riley,",,,,,0,,0
Nyumbani_7-20-23_1213,7/23/2023,12:14:13 PM,Nyumbani,,,0,Rest,,,Rest,,Rest,,Travel,,,,"LyingSide,","0.503181,30.418818",1,"Riley,",,,,,0,,0
Nyumbani_S1750023,8/12/2023,12:14:51 PM,"Nyumbani_0,",,,0,"Rest,",,,"Travel,",,,,,,,,"Quadrupedal,","0.483372,30.412406",1,"Riley,Aaron,",,,1,20,20,,0
,8/12/2023,12:18:21 PM,"Nyumbani_0,",12,25,28.8,,,"Senta_0,Struhsaker,Senta_infant,Junot,","RecDisplay,","Struhsaker,","Rest,",,,,,,"Sit,","0.483443,30.412434",1,"Riley,",Struhsaker had displayed towed her and she held ground and screamed and vocal; senta in 5,,,,0,,0
?,8/12/2023,2:00:35 PM,"Nyumbani_0,",,,0,"Rest,",,"Rollins,","Travel,",,,,,,,,"Sit,","0.485945,30.405884",1,"Aaron,",Traveled over 50 m at least and pant grunted to Rollins ,,,,0,,0
,8/13/2023,10:12:45 AM,"Pizan_1,",,,0,"RecGr,",,,"Travel,",,,,,,,,"Quadrupedal,","0.504256,30.400959",1,"Riley,",Was in tree ,,10,20,2,15,1
Powell_7-22-23_1112,7/22/2023,11:12:17 AM,"Powell,",,,0,"RecGr,","Gus,",,"RecGr,","Gus,","AlloGr,","Gus,","Rest,Groom,","Gus,",,,"Quadrupedal,","0.500847,30.422400",1,"Riley,",Maybe Jolie also grooming with Powell in past 15,,,,0,,0
Powell_7-22-23_1121,7/22/2023,11:22:52 AM,"Powell,",,,0,"RecGr,","Gus,","Gus,Jolie_0,Kabacwezi,","RecGr,","Gus,","RecGr,","Gus,",,,,,"LyingBack,","0.500873,30.422464",1,"Riley,",Big breath ,,,,0,,0
,7/18/2023,3:35:39 PM,Puccini,18,46,23.4783,Rest,,,Copulate,,Travel,,Travel ,,,,"Sit,","0.474395,30.443513",0,"Riley,",Traveled to catch up with party and then copulated before resting,,24,660,27.5,,0
Puccini_7-21-23_1502,7/21/2023,3:02:26 PM,"Puccini,",26,,0,"Rest.Relax,",,"Shire_0,","Rest.Relax,",,"SelfGr,",,"RecGr,AlloGr,","Shire_0,","Rodriguez,Mulligan,Wilson,Evans,Julianne_2,Cedar,Woodrow,Puccini,Cannonball,Shire_0,",,"LyingSide,","0.471612,30.443264",1,"Aaron,",Others in party but scattered and spread out ,,,,0,,0
Puccini_7-21-23_1513,7/21/2023,3:13:44 PM,"Puccini,",27,60,27,"Rest.Relax,",,"Shire_0,","Rest.Relax,",,"Rest.Relax,",,"Rest.Relax,",,"Rodriguez,Mulligan,Wilson,Evans,Julianne_2,Cedar,Woodrow,Puccini,Cannonball,Shire_0,",,"LyingSide,","0.471661,30.443264",1,"Aaron,",,,,,0,,0
Puccini_7-21-23_1521,7/21/2023,3:21:37 PM,"Puccini,",,,0,"Rest.Alert,",,"Shire_0,","Rest.Relax,",,"Rest.Relax,",,"Rest.Relax,",,"Rodriguez,Mulligan,Wilson,Evans,Julianne_2,Cedar,Woodrow,Puccini,Cannonball,Shire_0,",,"LyingBack,","0.471643,30.443252",1,"Aaron,",22 breaths? Middle Wilson and mulligan pass by ,,,,0,,0
,8/11/2023,11:25:46 AM,"Puccini,",,,0,"Rest.Alert,",,"Evans,Elton,Nelson,Shire_2,Wilson,",,,"Rest.Alert,Travel,",,"Travel,",,,,,"0.488690,30.430789",1,"Riley,Aaron,",,,,,0,,0
,8/11/2023,11:40:03 AM,"Puccini,",9.5,30,19,"RecGr,","Shire_2,","Shire_2,Elton,Evans,Wilson,Nelson,","RecGr,",,"Rest.Relax,",,"Rest.Relax,",,,,"LyingBack,","0.488630,30.430813",1,"Riley,Aaron,",,,,,0,,0
Puccini_C0277,8/11/2023,12:10:28 PM,"Puccini,",,,0,"Rest.Relax,",,"Elton,Evans,Wilson,Khutulun_0,Khutulun_infant,Nelson,","Rest.Relax,",,"Rest.Relax,",,"Rest.Relax,",,,,,"0.488709,30.430858",1,"Riley,",,,,,0,,0
Puccini_C0285,8/11/2023,2:19:08 PM,"Puccini,",,,0,"Rest,",,,"Rest,",,,,,,,,"LyingBack,","0.488519,30.430995",1,"Riley,",,,,,0,,0
,7/20/2023,12:28:00 PM,RichBergl,,,0,,,,Rest,,Rest,,,,,,"LyingBack,","0.492733,30.411864",1,"Riley,",,,,,0,,0
,7/20/2023,12:39:36 PM,RichBergl,,,0,Rest,,,Rest,,Rest,,Rest,,,,"LyingBack,","0.461111,30.392708",1,"Riley,",Sat up quickly when yo-yo approached hutcherson for grooming. Nyumbani ran 6 meters in opposite direction of hutch too. Rich laid back down without moving positions,,,,0,,0
RichBergl_7-23-23_1139,7/23/2023,11:41:49 AM,RichBergl,,,0,Rest,,,Rest,Wes Bach,Travel,,Travel,,,,"LyingBack,","0.500510,30.418392",1,"Riley,",,,,,0,,0
RichBergl_7-23-23_1206,7/23/2023,12:08:02 PM,RichBergl,,,0,Leaf groom,Rollins,,Rest,,Rest,,Travel,,,,"LyingBack,","0.503085,30.418867",1,"Riley,",Leaf groom; on patrol north ,,,,0,,0
RichBergl C0300,8/12/2023,4:12:25 PM,RichBergl,,,0,Rest,Louis,Sabin_infant,Embrace ,Sabin_infant,Rest,,Rest,,,,"LyingBack,","0.488338,30.400753",1,"Riley,","Moved towards Sabin Damien fricka, embraced Sabin inf, then rested ",,20,15,0.8,,0
RichBergl_7-14-23_1255,7/14/2023,12:56:08 PM,"RichBergl,",24,73,19.7260274,"Rest.Relax,","YoYo,",,"AlloGr,","YoYo,","AlloGr,","YoYo,","AlloGr,","YoYo,","YoYo,RichBergl,","YoYo,RichBergl,",,"0.487239,30.406700",1,"Aaron,Riley,",,,,,0,,0
RichBergl_7-14-23_1301,7/14/2023,1:01:35 PM,"RichBergl,",39,120,19.5,"Rest.Relax,","YoYo,",,"Rest.Relax,","YoYo,","Rest.Relax,AlloGr,","YoYo,","AlloGr,","YoYo,","YoYo,RichBergl,","YoYo,RichBergl,","LyingBack,","0.487286,30.406685",1,"Aaron,Riley,",Stopped grooming 5 min ago ,,,,0,,0
RichBergl_7-14-23_1307,7/14/2023,1:05:09 PM,"RichBergl,",20,60,20,"Rest.Relax,","Yoyo,","YoYo,YoYo,","Rest.Relax,",,"Rest.Relax,",,"AlloGr,","YoYo,","YoYo,RichBergl,","YoYo,RichBergl,","LyingBack,","0.487207,30.406778",0,"Aaron,",,,,,0,,0
RichBergl_7-15-23_0908,7/15/2023,9:08:52 AM,"RichBergl,",7,22,19.09090909,"SelfScratch,",,"Buckner,Holland,","AlloGr,","Buckner,","Rest.Relax,AlloGr,","Buckner,","Feed,",,,,"LyingBack,","0.488353,30.411454",1,"Aaron,Riley,",,,0.1,5,50,,0
RichBergl_7-15-23_1007,7/15/2023,10:08:12 AM,"RichBergl,",5,14,21.42857143,"Rest.Relax,","Garrison,","Garrison,","Rest.Relax,SelfScratch,","Garrison,","Rest.Relax,",,"Travel,",,"Buckner,Garrison,Holland,RichBergl,Wayne,","Buckner,Garrison,Holland,RichBergl,",,"0.490326,30.411196",1,"Aaron,Riley,",Garrison in 2 ; not great footage ,,,,0,,0
,8/12/2023,4:08:08 PM,"RichBergl,",,,0,"Rest.Relax,",,,"Rest,",,,,,,,,"LyingBack,","0.488436,30.400777",1,"Aaron,",,,,,0,,0
,8/12/2023,4:21:47 PM,"RichBergl,",,,0,"Play.Touch,","Louis,","Louis,Sabin_0,Sabin_infant,Damien,","Rest.Relax,",,"Rest,",,"Rest,RecGr,","Sabin_0,Louis,",,,"LyingBack,","0.488275,30.400856",1,"Riley,",Erection ,,,,0,,0
Rodriguez_7-21-23_1541,7/21/2023,3:41:36 PM,"Rodriguez,",,,0,"Rest.Relax,",,"Mulligan,Woodrow,Julianne_2,","Rest.Relax,",,"Rest,Travel,",,"Feed,",,,,"LyingSide,","0.471355,30.441995",1,"Aaron,",Not shire ! Correct the video ,,,,0,,0
,7/23/2023,9:00:01 AM,Rollins,,,0,Rest,YoYo,,Rest,YoYo,Rest,YoYo,AlloGroom ,YoYo,,,"LyingSide,","0.446413,30.397822",1,"Riley,",Call to south at beginning of video made him raise head alert; yo-yo also in video in foreground ,,,,0,,0
,7/23/2023,9:08:18 AM,Rollins,,,0,Rest,YoYo,,Rest,YoYo,Rest,YoYo,Rest,YoYo,,,"LyingSide,","0.438443,30.391430",1,"Riley,",Yo-yo in foreground,,,,0,,0
,7/23/2023,9:19:26 AM,Rollins,,,0,Rest,YoYo,,Rest,YoYo,Rest ,YoYo,Rest,YoYo,,,"LyingSide,","0.433494,30.401588",1,"Riley,",Yo-yo in same video in foreground ,,,,0,,0
,7/23/2023,10:43:13 AM,Rollins,,,0,Rest ,,,Rest,,Rest ,,Rest,,,,"LyingBack,","0.495719,30.418368",1,"Riley,",,,,,0,,0
,7/23/2023,12:04:43 PM,Rollins,,,0,Rest,,,Rest,,Travel,,Travel,,,,"LyingBack,","0.503122,30.418992",1,Blessing,On patrol north ,,,,0,,0
,8/12/2023,2:27:06 PM,Rollins,,,0,Rest,Damien Yo-yo Hutcherson ,,Rest ,Damien,Rest,Damien,Feed,,,,"LyingBack,","0.485839,30.405348",1,"Riley,",,,,,0,,0
Rollins_7-23-23_1409,7/23/2023,2:10:55 PM,"Rollins,",,,0,"Rest.Relax,",,,"Rest,",,"Rest,",,"Rest,",,,,,"0.506527,30.421694",1,"Aaron,",resting mid peri patrol ,,,,0,,0
,8/12/2023,12:36:37 PM,"Rollins,",,,0,"AlloGr,","Anna_1,","Anna_1,Doudna,","AlloGr,","Anna_1,","AlloGr,RecGr,MutlGr,","Anna_1,","Rest,",,,,"Sit,","0.483874,30.412780",1,"Riley,",,,,,0,,0
,8/12/2023,2:03:44 PM,"Rollins,",,,0,"Rest,Feed,",,,"Rest,",,,,"Travel,",,,,"LyingBack,","0.486012,30.405956",1,"Aaron,",Warburgia ,,,,0,,0
,8/12/2023,2:34:29 PM,"Rollins,",,,0,"Rest.Relax,",,"Damien,Hutcherson,YoYo,","Rest,",,"Rest.Relax,",,"Feed,Travel,",,,,"LyingBack,","0.485888,30.405261",1,"Aaron,",,,,,0,,0
,8/13/2023,12:06:15 PM,"Rollins,",10,30,20,"Rest.Relax,",,"Anna_1,Damien,","Rest,",,"Rest,",,"Travel,SwayBranch,AlloGr,","Anna_1,",,,"LyingBack,","0.515974,30.404695",1,"Aaron,",A couple chimps in proximity out of view,,,,0,,0
