Filename?,Date,Time,IndividualID,Breaths,Time,RR,Current,ID0,Prox0,Prior1,ID1,Prior5,ID5,Prior15,ID15,PartyCurrent,PartyPrior15,Posture,Location,Video,Observer,Comments,GPS,TravelTime,TravelDistance,Speed,Climb1Dist,Climb1min
Rollins S1760022,8/13/2023,12:20:26 PM,"Rollins,",,,0,"RecGr,","Damien,","Damien,Anna_1,","RecGr,","Damien,","Rest,","Anna_1,","Rest,",,,,"LyingSide,","0.515973,30.404717",1,"Aaron,",,,,,0,,0
Rollins C0309,8/13/2023,2:53:53 PM,"Rollins,",,,0,"Rest,",,,"Rest,",,"Travel,",,"Travel,",,,,"LyingBack,","0.514266,30.401734",1,"Riley,",Anna Doudna Damien in view others scattered ,,,,0,,0
,8/13/2023,3:05:42 PM,"Rollins,",9,30,18,"Rest,",,"Damien,","Rest,",,"Travel,",,,,,,"LyingBack,","0.514281,30.401676",1,"Riley,",Damien in 1 m ,,,,0,,0
,8/13/2023,3:08:28 PM,"Rollins,",,,0,"RecGr,","Damien,","Damien,","Rest,",,"Rest,",,,,,,"Quadrupedal,","0.514162,30.401716",1,"Riley,",,,,,0,,0
,7/19/2023,11:49:48 AM,Shire,25,60,25,Rest,,,Rest,"Puccini, Bosko",Rest,"Puccini, Bosko",Feed,,,,"LyingSide,","0.430875,30.406726",0,"Riley,",Traveled 20m 10 minutes ago before lying down,,,,0,,0
,8/11/2023,9:30:26 AM,Shire,,,0,Rest,Puccini,,RecGroom ,Puccini,AlloGroom ,Puccini,RecGroom ,Puccini,,,,"0.488676,30.431027",1,"Riley,",,,,,0,,0
Shire_7-21-23_1507,7/21/2023,3:07:25 PM,"Shire_0,",20.5,60,20.5,"Rest.Relax,",,"Puccini,","Rest.Relax,",,"Rest.Relax,",,"Rest.Relax,",,"Rodriguez,Mulligan,Wilson,Evans,Julianne_2,Cedar,Woodrow,Puccini,Cannonball,Shire_0,",,"LyingSide,","0.471618,30.443207",1,"Aaron,",Groom with Puccini 20 min ago ,,,,0,,0
,8/11/2023,10:06:20 AM,"Shire_2,",,,0,"RecGr,","Chopin,","Chopin,Cedar,Wilson,Elton,Cannonball,","RecGr,","Chopin,","RecGr,","Chopin,","RecGr,Rest,",,,,"LyingSide,","0.488655,30.430852",1,"Riley,Aaron,",,,,,0,,0
Silver_7-12-23_1148,7/12/2023,11:48:22 AM,"Silver,",10,21,28.5714,"Rest.Relax,","Hutcherson,Nyumbani_0,Ntwiga_0,Leo,Justi",,,,"Travel,",,"Travel,",,,,"LyingSide,","0.508357,30.399327",0,"Aaron,",Walked about 65 m in last 5 to 10 min ; maybe within 1m even traveling ,,,,0,,0
,8/12/2023,12:58:05 PM,"Silver,",,,0,"Rest,",,,,,,,,,,,,"0.484014,30.411607",1,"Riley,",,,2.5,90,36,,0
,8/13/2023,10:37:01 AM,"Silver,",,,0,"Rest.Alert,",,,"Travel,",,"Travel,",,,,,,"Sit,","0.507335,30.402509",1,"Aaron,",Monkeys; hunt ,,,,0,,0
Wayne_7-14-23_0957,7/14/2023,9:57:52 AM,"Wayne,",35,120,17.5,"RecGr,","Williams,",,"RecGr,","Williams,","Travel,",,"Rest,","YoYo,","Bacall_0,Bacall_infant,Caceres,Dorothy,Flanagan,Garrison,Holland,RichBergl,Rusalka_0,Rusalka_infant,Sally,Wayne,Williams,YoYo,",,"Quadrupedal,","0.487280,30.400458",1,"Aaron,Riley,",,,3,29,9.7,,0
,8/12/2023,4:40:00 PM,"Wayne,",,,0,"RecGr,","Sabin_0,",,"Rest,",,,,,,,,"LyingBack,","0.488601,30.400840",1,"Riley,",Might have just come down from tree but didnít see ,,,,0,,0
,7/23/2023,3:35:32 PM,Wes,,,0,Rest,,,Rest,,Rest,,Rest,,,,"LyingBack,","0.500816,30.421777",1,"Riley,",20 min after Ige with centealers. 15 min ago was vigilant and moved 20 m south ,,,,0,,0
Wes_7-20-23_1246,7/20/2023,12:48:11 PM,"Wes,",,,0,"RecGr,","Camilla,","Hutcherson,YoYo,Baez_2,Buckner,Camilla,RichBergl,Bach,",,,"AlloGr,Rest,","Buckner,",,,,,,"0.492627,30.411893",1,"Riley,",,,,,0,,0
Wes_7-23-23_1558,7/23/2023,4:00:52 PM,"Wes,",10,30,20,"RecGr,","Buckner,","Buckner,Garrison,Larson,","RecGr,","Buckner,","Rest.Relax,RecGr,","Buckner,","Rest.Relax,",,,,"LyingBack,","0.500696,30.421853",1,"Riley,Aaron,",,,,,0,,0
,8/12/2023,12:57:49 PM,"Wes,",,,0,,,,,,,,,,,,,"0.484050,30.411562",0,"Riley,Aaron,",,,,,0,,0
,8/13/2023,10:19:34 AM,"Wes,",,,0,"Rest.Alert,",,,"Rest.Alert,",,"Travel,PiloErection,",,,,,,"Sit,","0.500991,30.342646",1,"Riley,",,,3,245,81.7,10,1
Wilson_7-21-23_1120,7/21/2023,11:20:55 AM,"Wilson,",,,0,"Rest.Relax,",,"Mulligan,Dylan,","Rest.Relax,",,"Travel,",,"Rest,Feed,",,,,"LyingBack,","0.478746,30.447144",1,"Aaron,",,,,,0,15,1
Wilson_7-21-23_1143,7/21/2023,11:43:00 AM,"Wilson,",10,30,20,,,"Evans,Mulligan,","Rest.Relax,",,"RecGr,Rest.Relax,","Evans,","RecGr,AlloGr,","Evans,",,,"LyingBack,","0.478874,30.447069",1,"Aaron,",Evans stopped grooming 5 min ago ,,,,0,,0
Wilson_7-21-23_1219,7/21/2023,12:19:45 PM,"Wilson,",8.5,30,17,"Rest.Alert,",,,"Rest.Relax,",,"Rest.Relax,",,"Rest,",,,,,"0.478801,30.447058",1,"Aaron,",,,,,0,,0
Wilson_7-22-23_0832,7/22/2023,8:32:57 AM,"Wilson,",,,0,"RecGr,","Puccini,",,"Display,",,"Travel,",,,,,,"Quadrupedal,","0.481843,30.429987",1,"Aaron,",,,,,0,,0
Wilson_C0242,8/10/2023,9:11:00 AM,"Wilson,",,,0,"Rest.Relax,",,,"Rest.Relax,",,"Feed,",,"Feed,",,,,"LyingBack,","0.474226,30.430167",1,"Riley,Aaron,",Elton in 17 m ,,20,1,0.1,,0
Wilson_C0243,8/10/2023,9:17:00 AM,"Wilson,",,,0,"Rest.Alert,",,,"Rest.Relax,",,"Rest.Relax,",,"Feed,",,,,"LyingBack,","0.474309,30.430082",1,"Riley,Aaron,",Elton in 17; baboons approach within 30-20 m and then vocal ,,,,0,,0
Wilson_C0244,8/10/2023,9:30:00 AM,"Wilson,",,,0,"Rest,",,,"Rest,",,"Rest,",,"Rest,",,,,,"0.474394,30.430140",1,"Riley,Aaron,",Startled by baboons briefly; Bosko passed at ,,,,0,,0
Wilson_C0254,8/11/2023,9:11:18 AM,"Wilson,",,,0,"RecGr,","Chopin,","Chopin,Cannonball,","RecGr,","Chopin,","RecGr,","Chopin,","Travel,Mount,",,,,"LyingBack,","0.488677,30.430848",1,"Riley,",,,,,0,,0
Wilson_C0267,8/11/2023,10:15:09 AM,"Wilson,",,,0,"RecGr,","Elton,",,"AlloGr,","Cedar,","AlloGr,RecGr,","Elton,Cedar,","AlloGr,","Cedar,",,,"Quadrupedal,","0.488653,30.430787",1,"Riley,Aaron,",,,,,0,,0
Wilson_S1730030,8/11/2023,10:28:50 AM,"Wilson,",,,0,"RecGr,","Bosko,","Bosko,","PiloErection,","Bosko,","Rest,AlloGr,","Cedar,","Rest,AlloGr,RecGr,","Cedar,Elton,",,,"Quadrupedal,","0.488776,30.430793",1,"Riley,Aaron,",,,,,0,,0
,8/11/2023,12:17:00 PM,"Wilson,",,,0,"RecGr,","Evans,","Evans,Elton,Puccini,",,,"RecGr,","Evans,","Groom,","Evans,Khutulun_0,",,,"LyingSide,","0.488756,30.430846",1,"Riley,",,,,,0,,0
,8/11/2023,12:43:04 PM,"Wilson,",,,0,"Rest.Relax,",,"Evans,Elton,Khutulun_0,Khutulun_infant,Puccini,","Rest.Relax,",,"Rest.Relax,",,"Groom,","Evans,",,,"LyingBack,","0.488786,30.430791",1,"Riley,Aaron,",,,,,0,,0
Wilson_C0284,8/11/2023,2:04:42 PM,"Wilson,",,,0,"RecGr,","Gus,",,"RecGr,","Gus,","RecGr,Rest,","Gus,","Travel,",,,,,"0.488567,30.430731",1,"Riley,",Arrived around 1:45 reunion ,,,,0,,0
YoYo_7-20-23_1218,7/20/2023,12:23:46 PM,YoYo,,,0,RecGroom,Justine,,RecGroom,Justine,Rest,,Rest,,,,"LyingSide,","0.492765,30.411872",1,"Riley,",,,,,0,,0
YoYo_7-20-23_0846,7/23/2023,8:47:54 AM,YoYo,,,0,RecGroom,Rollins,,RecGroom,Rollins,Travel,,Feed,,,,"LyingBack,","0.489198,30.410492",1,"Riley,",,,7,100,14.3,,0
,7/23/2023,9:01:00 AM,YoYo,,,0,Rest,Rollins,,Rest,Rollins,Rest,Rollins,RecGroom ,Rollins,,,"LyingSide,","0.488801,30.409604",0,"Riley,",Call to south at beginning of video made him raise head; Rollins in background of video ,,,,0,,0
,7/23/2023,9:08:50 AM,YoYo,,,0,Rest,Rollins,,Rest,Rollins,Rest,Rollins,Rest,Rollins,,,"LyingSide,","0.434055,30.403144",1,"Riley,",,,,,0,,0
,7/23/2023,9:20:09 AM,YoYo,,,0,Rest,Rollins,,Rest,Rollins,Rest,Rollins,Rest,Rollins,,,"LyingBack,","0.455319,30.393876",1,"Riley,",Self scratched 1 minute before video began; Rollins in background of same video ,,,,0,,0
YoYo_7-11-23_1310,7/11/2023,1:10:00 PM,"YoYo,",30,120,15,"Rest.Closed,",,,,,"Rest.Relax,",,"Rest.Relax,",,,,"LyingSide,","0.491937,30.399603",1,"Riley,",12:50 joined spread out party; on the edge of it; earlier traveling and foraging with Nyumbanj ,,,,0,,0
YoYo_7-11-23_1320,7/11/2023,1:20:00 PM,"YoYo,",32,120,16,"Rest.Closed,",,,"Rest.Closed,Rest.Relax,",,"Rest.Closed,Rest.Relax,",,"Rest.Closed,Rest.Relaxed,",,,,"LyingSide,","0.491938,30.399727",1,"Riley,",,,,,0,,0
YoYo_7-11-23_1323,7/11/2023,1:23:01 PM,"YoYo,",9,30,18,"Rest.Closed,",,,,,"Rest.Relax,",,"Rest.Relax,",,,,"LyingSide,","0.491786,30.399750",0,"Aaron,",,,,,0,,0
YoYo_7-11-23_1327,7/11/2023,1:27:48 PM,"YoYo,",29.5,120,14.75,"Rest.Relax,",,,,,"Rest.Closed,Rest.Relax,",,"Rest,",,,,"LyingSide,","0.491951,30.399660",1,"Aaron,Riley,",Need party from David and izzi ,,,,0,,0
YoYo_7-11-23_1331,7/11/2023,1:31:01 PM,"YoYo,",4,15,16,,,,,,,,"Rest,",,,,"LyingSide,","0.491864,30.399754",0,"Aaron,Riley,",,,,,0,,0
YoYo_7-14-23_1103,7/14/2023,11:03:31 AM,"YoYo,",,,0,,,,,,,,,,,,,"0.486777,30.403933",1,"Aaron,Riley,",,,,,0,,0
YoYo_7-14-23_1200,7/14/2023,12:02:18 PM,"YoYo,",17,52,19.61538462,"RecGr,","RichBergl,",,"RecGr,","RichBergl,","RecGr,","RichBergl,","Feed,","RichBergl,",,,"LyingBack,","0.487741,30.404914",1,"Aaron,Riley,",Unsure where the rest of the party went ,,,,0,,0
YoYo_7-14-23_1208,7/14/2023,12:09:38 PM,"YoYo,",6,20,18,"RecGr,","RichBergl,",,"RecGr,","RichBergl,","Travel,","RichBergl,","RecGr,","RichBergl,","RichBergl,YoYo,",,,"0.487864,30.405236",1,"Aaron,Riley,",,,0.75,25,33.3,,0
YoYo_7-14-23_1242,7/14/2023,12:42:36 PM,"YoYo,",50,180,16.67,"RecGr,","RichBergl,",,"Travel,",,"Travel,Feed,",,"Feed,",,"RichBergl,YoYo,","YoYo,",,"0.487294,30.406754",1,"Aaron,Riley,",,,,,0,,0
YoYo_7-14-23_1250,7/14/2023,12:50:14 PM,"YoYo,",29,105,16.57142857,"RecGr,","RichBergl,",,"RecGr,","RichBergl,","RecGr,","RichBergl,","Travel,",,"RichBergl,YoYo,","RichBergl,","LyingBack,","0.487287,30.406713",1,"Aaron,Riley,",,,,,0,,0
YoYo_7-14-23_1253,7/14/2023,12:53:37 PM,"YoYo,",17,60,17,"RecGr,","RichBergl,",,"Rest.Relax,",,"RecGr,","YoYo,",,,,,"LyingBack,","0.487277,30.406706",0,"Aaron,Riley,",,,,,0,,0
YoYo_7-14-23_1257,7/14/2023,12:57:53 PM,"YoYo,",27,105,15.42857143,"Rest.Relax,","RichBergl,",,"Rest.Relax,",,"RecGr,","RichBergl,","RecGr,","RichBergl,","YoYo,RichBergl,","YoYo,RichBergl,",,"0.487300,30.406709",1,"Aaron,Riley,",,,,,0,,0
YoYo_7-14-23_1300,7/14/2023,1:00:41 PM,"YoYo,",15,60,15,"Rest.Relax,","RichBergl,",,"Rest.Relax,","RichBergl,","RecGr,","RichBergl,","RecGr,","RichBergl,",,,"LyingBack,","0.487239,30.406789",0,"Aaron,",,,,,0,,0
YoYo_7-14-23_1308,7/14/2023,1:08:21 PM,"YoYo,",8.5,30,17,"RecGr,","RichBergl,",,"Rest.Relax,",,"Rest.Relax,",,"RecGr,","YoYo,",,,"LyingBack,","0.487264,30.406737",1,"Aaron,Riley,",,,,,0,,0
YoYo_7-15-23_1425,7/15/2023,2:26:30 PM,"YoYo,",6,15,24,"Feed,","RichBergl,",,"Travel,",,"Travel,",,,,"Buckner,Garrison,Holland,Lucrezia_2,RichBergl,YoYo,",,"Sit,","0.491290,30.411356",1,"Aaron,Riley,",Poor quality ,,5,90,18,,0
YoYo_7-20-23_1333,7/20/2023,1:33:32 PM,"YoYo,",,,0,"RecGr,","Hutcherson,",,"RecGr,",,"Travel,",,"Travel,",,,,,"0.493153,30.412614",1,"Aaron,",,,,,0,,0
YoYo_7-20-23_1338,7/20/2023,1:38:37 PM,"YoYo,",10,30,20,"RecGr,","Hutcherson,",,,,,,,,,,,"0.493136,30.412677",1,"Aaron,",,,,,0,,0
YoYo_7-20-23_1342,7/20/2023,1:42:22 PM,"YoYo,",20,60,20,"Rest.Relax,",,,,,"RecGr,","Hutcherson,","RecGr,Travel,",,,,"LyingBack,","0.493134,30.412610",1,"Aaron,",,,,,0,,0
YoYo_7-20-23_1349,7/20/2023,1:49:15 PM,"YoYo,",16,60,16,"Rest.Relax,",,"Hutcherson,Justine_2,","Rest.Relax,",,"RecGr,","Hutcherson,",,,,,"LyingBack,","0.493145,30.412654",0,"Aaron,",,,,,0,,0
YoYo_7-20-23_1401,7/20/2023,2:01:31 PM,"YoYo,",20.5,60,20.5,"Rest.Relax,",,"Justine_2,Hutcherson,","Rest.Relax,",,"Rest.Relax,",,"Rest.Relax,",,,,"LyingBack,","0.493152,30.412635",1,"Riley,",,,,,0,,0
YoYo_7-20-23_1529,7/20/2023,3:29:26 PM,"YoYo,",,,0,"Rest.Alert,",,,"Copulate,","YoYo,","Travel,",,"Travel,",,,,"Sit,","0.495255,30.411033",1,"Aaron,",,,3,200,66.7,,0
YoYo_7-23-23_1403,7/23/2023,2:05:58 PM,"YoYo,",,,0,"RecGr,","Hutcherson,",,"RecGr,","Hutcherson,","RecGr,","Bach,",,,,,"LyingBack,","0.506519,30.421688",1,"Aaron,",,,,,0,,0
YoYo_7-23-23_1411,7/23/2023,2:12:18 PM,"YoYo,",,,0,"Rest.Relax,",,"Hutcherson,Williams,Larson,Rollins,Bach,Buckner,","Rest.Relax,",,"RecGr,","Hutcherson,","RecGr,","Hutcherson,Bach,",,,"LyingSide,","0.506476,30.421696",1,"Riley,",Had traveled about 18 min ago  ,,,,0,,0
YoYo_7-23-23_1417,7/23/2023,2:20:51 PM,"YoYo,",,,0,"RecGr,","Hutcherson,",,"RecGr,","Hutcherson,","RecGr,","Hutcherson,","RecGr,","Hutcherson,",,,,"0.506474,30.421662",1,"Riley,Aaron,",,,,,0,,0
YoYo_S1750043,8/12/2023,2:30:09 PM,"YoYo,",,,0,"Rest.Relax,",,"Damien,Rollins,","Rest.Relax,",,"Rest,",,,,,,,"0.485781,30.405225",1,"Aaron,",,,,,0,,0
,8/12/2023,2:40:24 PM,"YoYo,",8.5,30,17,"RecGr,","Damien,","Damien,Rollins,","RecGr,",,"Rest.Relax,",,"Rest.Relax,",,,,"LyingBack,","0.485940,30.405257",1,"Aaron,",,,,,0,,0
Buckner_7-13-23_1436,7/13/2023,2:36:25 PM,"Buckner,",6.5,24,16.25,"RecGr,","Holland,",,"RecGr,","Holland,","AlloGr,RecGr,","Holland,","RecGr,","Holland,","Buckner,Holland,",,"LyingSide,","0.487470,30.400181",0,"Aaron,Riley,",Traveled like 20 m slowly (who was subject??? Buckner???-7/22),,13,48,3.7,,0
