	00:00:00.000	0.0	00:00:01.150	1.15	00:00:01.150	1.15	
	00:00:02.610	2.61	00:00:04.410	4.41	00:00:01.800	1.8	
	00:00:05.290	5.29	00:00:07.110	7.11	00:00:01.820	1.82	
	00:00:08.440	8.44	00:00:10.060	10.06	00:00:01.620	1.62	
	00:00:10.800	10.8	00:00:12.230	12.23	00:00:01.430	1.43	
	00:00:13.170	13.17	00:00:14.520	14.52	00:00:01.350	1.35	
	00:00:14.803	14.803	00:00:16.130	16.13	00:00:01.327	1.327	
	00:00:16.720	16.72	00:00:18.500	18.5	00:00:01.780	1.78	
	00:00:19.368	19.368	00:00:21.100	21.1	00:00:01.732	1.732	
	00:00:22.220	22.22	00:00:23.930	23.93	00:00:01.710	1.71	
	00:00:24.930	24.93	00:00:26.720	26.72	00:00:01.790	1.79	
	00:00:27.375	27.375	00:00:28.330	28.33	00:00:00.955	0.955	
	00:00:33.530	33.53	00:00:34.910	34.91	00:00:01.380	1.38	
	00:00:35.460	35.46	00:00:37.190	37.19	00:00:01.730	1.73	
	00:00:37.920	37.92	00:00:39.840	39.84	00:00:01.920	1.92	
	00:00:40.710	40.71	00:00:42.020	42.02	00:00:01.310	1.31	
	00:00:44.419	44.419	00:00:45.400	45.4	00:00:00.981	0.981	
	00:00:47.340	47.34	00:00:48.760	48.76	00:00:01.420	1.42	
	00:00:50.070	50.07	00:00:51.800	51.8	00:00:01.730	1.73	
	00:00:52.650	52.65	00:00:54.290	54.29	00:00:01.640	1.64	
	00:00:55.080	55.08	00:00:56.670	56.67	00:00:01.590	1.59	
	00:00:57.726	57.726	00:00:59.440	59.44	00:00:01.714	1.714	
	00:01:00.040	60.04	00:01:01.810	61.81	00:00:01.770	1.77	
	00:01:02.500	62.5	00:01:04.270	64.27	00:00:01.770	1.77	
	00:01:05.014	65.014	00:01:06.840	66.84	00:00:01.826	1.826	
	00:01:07.640	67.64	00:01:09.760	69.76	00:00:02.120	2.12	
	00:01:10.700	70.7	00:01:12.630	72.63	00:00:01.930	1.93	
	00:01:13.710	73.71	00:01:15.400	75.4	00:00:01.690	1.69	
	00:01:16.210	76.21	00:01:17.620	77.62	00:00:01.410	1.41	
	00:01:17.840	77.84	00:01:19.920	79.92	00:00:02.080	2.08	
	00:01:20.200	80.2	00:01:22.190	82.19	00:00:01.990	1.99	
	00:01:22.620	82.62	00:01:24.180	84.18	00:00:01.560	1.56	
	00:01:25.520	85.52	00:01:27.300	87.3	00:00:01.780	1.78	
	00:01:29.225	89.225	00:01:30.860	90.86	00:00:01.635	1.635	
	00:01:32.570	92.57	00:01:34.630	94.63	00:00:02.060	2.06	
	00:01:35.850	95.85	00:01:37.690	97.69	00:00:01.840	1.84	
	00:01:38.790	98.79	00:01:40.740	100.74	00:00:01.950	1.95	
	00:01:41.700	101.7	00:01:43.530	103.53	00:00:01.830	1.83	
	00:01:43.790	103.79	00:01:45.660	105.66	00:00:01.870	1.87	
	00:01:46.080	106.08	00:01:48.460	108.46	00:00:02.380	2.38	
	00:01:49.390	109.39	00:01:50.380	110.38	00:00:00.990	0.99	
	00:01:50.490	110.49	00:01:51.890	111.89	00:00:01.400	1.4	
